theta,p,model
1985.6,0,brooklyn likelihood
1985.7,0,brooklyn likelihood
1985.8,0,brooklyn likelihood
1985.9,0,brooklyn likelihood
1986,0,brooklyn likelihood
1986.1,0,brooklyn likelihood
1986.2,0,brooklyn likelihood
1986.3,0,brooklyn likelihood
1986.4,0,brooklyn likelihood
1986.5,0,brooklyn likelihood
1986.6,0,brooklyn likelihood
1986.7,0,brooklyn likelihood
1986.8,0,brooklyn likelihood
1986.9,0,brooklyn likelihood
1987,0,brooklyn likelihood
1987.1,0,brooklyn likelihood
1987.2,0,brooklyn likelihood
1987.3,0,brooklyn likelihood
1987.4,0,brooklyn likelihood
1987.5,0,brooklyn likelihood
1987.6,0,brooklyn likelihood
1987.7,0,brooklyn likelihood
1987.8,0,brooklyn likelihood
1987.9,0,brooklyn likelihood
1988,0,brooklyn likelihood
1988.1,0,brooklyn likelihood
1988.2,0,brooklyn likelihood
1988.3,0,brooklyn likelihood
1988.4,0,brooklyn likelihood
1988.5,0,brooklyn likelihood
1988.6,0,brooklyn likelihood
1988.7,0,brooklyn likelihood
1988.8,0,brooklyn likelihood
1988.9,0,brooklyn likelihood
1989,0,brooklyn likelihood
1989.1,0,brooklyn likelihood
1989.2,0,brooklyn likelihood
1989.3,0,brooklyn likelihood
1989.4,0,brooklyn likelihood
1989.5,0,brooklyn likelihood
1989.6,0,brooklyn likelihood
1989.7,0,brooklyn likelihood
1989.8,0,brooklyn likelihood
1989.9,0,brooklyn likelihood
1990,0,brooklyn likelihood
1990.1,0,brooklyn likelihood
1990.2,0,brooklyn likelihood
1990.3,0,brooklyn likelihood
1990.4,0,brooklyn likelihood
1990.5,0,brooklyn likelihood
1990.6,0,brooklyn likelihood
1990.7,0,brooklyn likelihood
1990.8,0,brooklyn likelihood
1990.9,0,brooklyn likelihood
1991,0,brooklyn likelihood
1991.1,0,brooklyn likelihood
1991.2,0,brooklyn likelihood
1991.3,0,brooklyn likelihood
1991.4,0,brooklyn likelihood
1991.5,0,brooklyn likelihood
1991.6,0,brooklyn likelihood
1991.7,0,brooklyn likelihood
1991.8,0,brooklyn likelihood
1991.9,0,brooklyn likelihood
1992,0,brooklyn likelihood
1992.1,0,brooklyn likelihood
1992.2,0,brooklyn likelihood
1992.3,0,brooklyn likelihood
1992.4,0,brooklyn likelihood
1992.5,0,brooklyn likelihood
1992.6,0,brooklyn likelihood
1992.7,0,brooklyn likelihood
1992.8,0,brooklyn likelihood
1992.9,0,brooklyn likelihood
1993,0,brooklyn likelihood
1993.1,0,brooklyn likelihood
1993.2,0,brooklyn likelihood
1993.3,0,brooklyn likelihood
1993.4,0,brooklyn likelihood
1993.5,0,brooklyn likelihood
1993.6,0,brooklyn likelihood
1993.7,0,brooklyn likelihood
1993.8,0,brooklyn likelihood
1993.9,0,brooklyn likelihood
1994,0,brooklyn likelihood
1994.1,0,brooklyn likelihood
1994.2,0,brooklyn likelihood
1994.3,0,brooklyn likelihood
1994.4,0,brooklyn likelihood
1994.5,0,brooklyn likelihood
1994.6,0,brooklyn likelihood
1994.7,0,brooklyn likelihood
1994.8,0,brooklyn likelihood
1994.9,0,brooklyn likelihood
1995,0,brooklyn likelihood
1995.1,0,brooklyn likelihood
1995.2,0,brooklyn likelihood
1995.3,0,brooklyn likelihood
1995.4,0,brooklyn likelihood
1995.5,0,brooklyn likelihood
1995.6,0,brooklyn likelihood
1995.7,0,brooklyn likelihood
1995.8,0,brooklyn likelihood
1995.9,0,brooklyn likelihood
1996,0,brooklyn likelihood
1996.1,0,brooklyn likelihood
1996.2,0,brooklyn likelihood
1996.3,0,brooklyn likelihood
1996.4,0,brooklyn likelihood
1996.5,0,brooklyn likelihood
1996.6,0,brooklyn likelihood
1996.7,0,brooklyn likelihood
1996.8,0,brooklyn likelihood
1996.9,0,brooklyn likelihood
1997,0,brooklyn likelihood
1997.1,0,brooklyn likelihood
1997.2,0,brooklyn likelihood
1997.3,0,brooklyn likelihood
1997.4,0,brooklyn likelihood
1997.5,0,brooklyn likelihood
1997.6,0,brooklyn likelihood
1997.7,0,brooklyn likelihood
1997.8,0,brooklyn likelihood
1997.9,0,brooklyn likelihood
1998,0,brooklyn likelihood
1998.1,0,brooklyn likelihood
1998.2,0,brooklyn likelihood
1998.3,0,brooklyn likelihood
1998.4,0,brooklyn likelihood
1998.5,0,brooklyn likelihood
1998.6,0,brooklyn likelihood
1998.7,0,brooklyn likelihood
1998.8,0,brooklyn likelihood
1998.9,0,brooklyn likelihood
1999,0,brooklyn likelihood
1999.1,0,brooklyn likelihood
1999.2,0,brooklyn likelihood
1999.3,0,brooklyn likelihood
1999.4,0,brooklyn likelihood
1999.5,0,brooklyn likelihood
1999.6,0,brooklyn likelihood
1999.7,0,brooklyn likelihood
1999.8,0,brooklyn likelihood
1999.9,0,brooklyn likelihood
2000,0,brooklyn likelihood
2000.1,0,brooklyn likelihood
2000.2,0,brooklyn likelihood
2000.3,0,brooklyn likelihood
2000.4,0,brooklyn likelihood
2000.5,0,brooklyn likelihood
2000.6,0,brooklyn likelihood
2000.7,0,brooklyn likelihood
2000.8,0,brooklyn likelihood
2000.9,0,brooklyn likelihood
2001,0,brooklyn likelihood
2001.1,0,brooklyn likelihood
2001.2,0,brooklyn likelihood
2001.3,0,brooklyn likelihood
2001.4,0,brooklyn likelihood
2001.5,0,brooklyn likelihood
2001.6,0,brooklyn likelihood
2001.7,0,brooklyn likelihood
2001.8,0,brooklyn likelihood
2001.9,0,brooklyn likelihood
2002,0,brooklyn likelihood
2002.1,0,brooklyn likelihood
2002.2,0,brooklyn likelihood
2002.3,0,brooklyn likelihood
2002.4,0,brooklyn likelihood
2002.5,0,brooklyn likelihood
2002.6,0,brooklyn likelihood
2002.7,0,brooklyn likelihood
2002.8,0,brooklyn likelihood
2002.9,0,brooklyn likelihood
2003,0,brooklyn likelihood
2003.1,0,brooklyn likelihood
2003.2,0,brooklyn likelihood
2003.3,0,brooklyn likelihood
2003.4,0,brooklyn likelihood
2003.5,0,brooklyn likelihood
2003.6,0,brooklyn likelihood
2003.7,0,brooklyn likelihood
2003.8,0,brooklyn likelihood
2003.9,0,brooklyn likelihood
2004,0,brooklyn likelihood
2004.1,0,brooklyn likelihood
2004.2,0,brooklyn likelihood
2004.3,0,brooklyn likelihood
2004.4,0,brooklyn likelihood
2004.5,0,brooklyn likelihood
2004.6,0,brooklyn likelihood
2004.7,0,brooklyn likelihood
2004.8,0,brooklyn likelihood
2004.9,0,brooklyn likelihood
2005,0,brooklyn likelihood
2005.1,0,brooklyn likelihood
2005.2,0,brooklyn likelihood
2005.3,0,brooklyn likelihood
2005.4,0,brooklyn likelihood
2005.5,0,brooklyn likelihood
2005.6,0,brooklyn likelihood
2005.7,0,brooklyn likelihood
2005.8,0,brooklyn likelihood
2005.9,0,brooklyn likelihood
2006,0,brooklyn likelihood
2006.1,0,brooklyn likelihood
2006.2,0,brooklyn likelihood
2006.3,0,brooklyn likelihood
2006.4,0,brooklyn likelihood
2006.5,0,brooklyn likelihood
2006.6,0,brooklyn likelihood
2006.7,0,brooklyn likelihood
2006.8,0,brooklyn likelihood
2006.9,0,brooklyn likelihood
2007,0,brooklyn likelihood
2007.1,0,brooklyn likelihood
2007.2,0,brooklyn likelihood
2007.3,0,brooklyn likelihood
2007.4,0,brooklyn likelihood
2007.5,0,brooklyn likelihood
2007.6,0,brooklyn likelihood
2007.7,0,brooklyn likelihood
2007.8,0,brooklyn likelihood
2007.9,0,brooklyn likelihood
2008,0,brooklyn likelihood
2008.1,0,brooklyn likelihood
2008.2,0,brooklyn likelihood
2008.3,0,brooklyn likelihood
2008.4,0,brooklyn likelihood
2008.5,0,brooklyn likelihood
2008.6,0,brooklyn likelihood
2008.7,0,brooklyn likelihood
2008.8,0,brooklyn likelihood
2008.9,0,brooklyn likelihood
2009,0,brooklyn likelihood
2009.1,0,brooklyn likelihood
2009.2,0,brooklyn likelihood
2009.3,0,brooklyn likelihood
2009.4,0,brooklyn likelihood
2009.5,0,brooklyn likelihood
2009.6,0,brooklyn likelihood
2009.7,0,brooklyn likelihood
2009.8,0,brooklyn likelihood
2009.9,0,brooklyn likelihood
2010,0,brooklyn likelihood
2010.1,0,brooklyn likelihood
2010.2,0,brooklyn likelihood
2010.3,0,brooklyn likelihood
2010.4,0,brooklyn likelihood
2010.5,0,brooklyn likelihood
2010.6,0,brooklyn likelihood
2010.7,0,brooklyn likelihood
2010.8,0,brooklyn likelihood
2010.9,0,brooklyn likelihood
2011,0,brooklyn likelihood
2011.1,0,brooklyn likelihood
2011.2,0,brooklyn likelihood
2011.3,0,brooklyn likelihood
2011.4,0,brooklyn likelihood
2011.5,0,brooklyn likelihood
2011.6,0,brooklyn likelihood
2011.7,0,brooklyn likelihood
2011.8,0,brooklyn likelihood
2011.9,0,brooklyn likelihood
2012,0,brooklyn likelihood
2012.1,0,brooklyn likelihood
2012.2,0,brooklyn likelihood
2012.3,0,brooklyn likelihood
2012.4,0,brooklyn likelihood
2012.5,0,brooklyn likelihood
2012.6,0,brooklyn likelihood
2012.7,0,brooklyn likelihood
2012.8,0,brooklyn likelihood
2012.9,0,brooklyn likelihood
2013,0,brooklyn likelihood
2013.1,0,brooklyn likelihood
2013.2,0,brooklyn likelihood
2013.3,0,brooklyn likelihood
2013.4,0,brooklyn likelihood
2013.5,0,brooklyn likelihood
2013.6,0,brooklyn likelihood
2013.7,0,brooklyn likelihood
2013.8,0,brooklyn likelihood
2013.9,0,brooklyn likelihood
2014,0,brooklyn likelihood
2014.1,0,brooklyn likelihood
2014.2,0,brooklyn likelihood
2014.3,0,brooklyn likelihood
2014.4,0,brooklyn likelihood
2014.5,0,brooklyn likelihood
2014.6,0,brooklyn likelihood
2014.7,0,brooklyn likelihood
2014.8,0,brooklyn likelihood
2014.9,0,brooklyn likelihood
2015,0,brooklyn likelihood
2015.1,0,brooklyn likelihood
2015.2,0,brooklyn likelihood
2015.3,0,brooklyn likelihood
2015.4,0,brooklyn likelihood
2015.5,0,brooklyn likelihood
2015.6,0,brooklyn likelihood
2015.7,0,brooklyn likelihood
2015.8,0,brooklyn likelihood
2015.9,0,brooklyn likelihood
2016,0,brooklyn likelihood
2016.1,0,brooklyn likelihood
2016.2,0,brooklyn likelihood
2016.3,0,brooklyn likelihood
2016.4,0,brooklyn likelihood
2016.5,0,brooklyn likelihood
2016.6,0,brooklyn likelihood
2016.7,0,brooklyn likelihood
2016.8,0,brooklyn likelihood
2016.9,0,brooklyn likelihood
2017,0,brooklyn likelihood
2017.1,0,brooklyn likelihood
2017.2,0,brooklyn likelihood
2017.3,0,brooklyn likelihood
2017.4,0,brooklyn likelihood
2017.5,0,brooklyn likelihood
2017.6,0,brooklyn likelihood
2017.7,0,brooklyn likelihood
2017.8,0,brooklyn likelihood
2017.9,0,brooklyn likelihood
2018,0,brooklyn likelihood
2018.1,0,brooklyn likelihood
2018.2,0,brooklyn likelihood
2018.3,0,brooklyn likelihood
2018.4,0,brooklyn likelihood
2018.5,0,brooklyn likelihood
2018.6,0,brooklyn likelihood
2018.7,0,brooklyn likelihood
2018.8,0,brooklyn likelihood
2018.9,0,brooklyn likelihood
2019,0,brooklyn likelihood
2019.1,0,brooklyn likelihood
2019.2,0,brooklyn likelihood
2019.3,0,brooklyn likelihood
2019.4,0,brooklyn likelihood
2019.5,0,brooklyn likelihood
2019.6,0,brooklyn likelihood
2019.7,0,brooklyn likelihood
2019.8,0,brooklyn likelihood
2019.9,0,brooklyn likelihood
2020,0,brooklyn likelihood
2020.1,0,brooklyn likelihood
2020.2,0,brooklyn likelihood
2020.3,0,brooklyn likelihood
2020.4,0,brooklyn likelihood
2020.5,0,brooklyn likelihood
2020.6,0,brooklyn likelihood
2020.7,0,brooklyn likelihood
2020.8,0,brooklyn likelihood
2020.9,0,brooklyn likelihood
2021,0,brooklyn likelihood
2021.1,0,brooklyn likelihood
2021.2,0,brooklyn likelihood
2021.3,0,brooklyn likelihood
2021.4,0,brooklyn likelihood
2021.5,0,brooklyn likelihood
2021.6,0,brooklyn likelihood
2021.7,0,brooklyn likelihood
2021.8,0,brooklyn likelihood
2021.9,0,brooklyn likelihood
2022,0,brooklyn likelihood
2022.1,0,brooklyn likelihood
2022.2,0,brooklyn likelihood
2022.3,0,brooklyn likelihood
2022.4,0,brooklyn likelihood
2022.5,0,brooklyn likelihood
2022.6,0,brooklyn likelihood
2022.7,0,brooklyn likelihood
2022.8,0,brooklyn likelihood
2022.9,0,brooklyn likelihood
2023,0,brooklyn likelihood
2023.1,0,brooklyn likelihood
2023.2,0,brooklyn likelihood
2023.3,0,brooklyn likelihood
2023.4,0,brooklyn likelihood
2023.5,0,brooklyn likelihood
2023.6,0,brooklyn likelihood
2023.7,0,brooklyn likelihood
2023.8,0,brooklyn likelihood
2023.9,0,brooklyn likelihood
2024,0,brooklyn likelihood
2024.1,0,brooklyn likelihood
2024.2,0,brooklyn likelihood
2024.3,0,brooklyn likelihood
2024.4,0,brooklyn likelihood
2024.5,0,brooklyn likelihood
2024.6,0,brooklyn likelihood
2024.7,0,brooklyn likelihood
2024.8,0,brooklyn likelihood
2024.9,0,brooklyn likelihood
2025,0,brooklyn likelihood
2025.1,0,brooklyn likelihood
2025.2,0,brooklyn likelihood
2025.3,0,brooklyn likelihood
2025.4,0,brooklyn likelihood
2025.5,0,brooklyn likelihood
2025.6,0,brooklyn likelihood
2025.7,0,brooklyn likelihood
2025.8,0,brooklyn likelihood
2025.9,0,brooklyn likelihood
2026,0,brooklyn likelihood
2026.1,0,brooklyn likelihood
2026.2,0,brooklyn likelihood
2026.3,0,brooklyn likelihood
2026.4,0,brooklyn likelihood
2026.5,0,brooklyn likelihood
2026.6,0,brooklyn likelihood
2026.7,0,brooklyn likelihood
2026.8,0,brooklyn likelihood
2026.9,0,brooklyn likelihood
2027,0,brooklyn likelihood
2027.1,0,brooklyn likelihood
2027.2,0,brooklyn likelihood
2027.3,0,brooklyn likelihood
2027.4,0,brooklyn likelihood
2027.5,0,brooklyn likelihood
2027.6,0,brooklyn likelihood
2027.7,0,brooklyn likelihood
2027.8,0,brooklyn likelihood
2027.9,0,brooklyn likelihood
2028,0,brooklyn likelihood
2028.1,0,brooklyn likelihood
2028.2,0,brooklyn likelihood
2028.3,0,brooklyn likelihood
2028.4,0,brooklyn likelihood
2028.5,0,brooklyn likelihood
2028.6,0,brooklyn likelihood
2028.7,0,brooklyn likelihood
2028.8,0,brooklyn likelihood
2028.9,0,brooklyn likelihood
2029,0,brooklyn likelihood
2029.1,0,brooklyn likelihood
2029.2,0,brooklyn likelihood
2029.3,0,brooklyn likelihood
2029.4,0,brooklyn likelihood
2029.5,0,brooklyn likelihood
2029.6,0,brooklyn likelihood
2029.7,0,brooklyn likelihood
2029.8,0,brooklyn likelihood
2029.9,0,brooklyn likelihood
2030,0,brooklyn likelihood
2030.1,0,brooklyn likelihood
2030.2,0,brooklyn likelihood
2030.3,0,brooklyn likelihood
2030.4,0,brooklyn likelihood
2030.5,0,brooklyn likelihood
2030.6,0,brooklyn likelihood
2030.7,0,brooklyn likelihood
2030.8,0,brooklyn likelihood
2030.9,0,brooklyn likelihood
2031,0,brooklyn likelihood
2031.1,0,brooklyn likelihood
2031.2,0,brooklyn likelihood
2031.3,0,brooklyn likelihood
2031.4,0,brooklyn likelihood
2031.5,0,brooklyn likelihood
2031.6,0,brooklyn likelihood
2031.7,0,brooklyn likelihood
2031.8,0,brooklyn likelihood
2031.9,0,brooklyn likelihood
2032,0,brooklyn likelihood
2032.1,0,brooklyn likelihood
2032.2,0,brooklyn likelihood
2032.3,0,brooklyn likelihood
2032.4,0,brooklyn likelihood
2032.5,0,brooklyn likelihood
2032.6,0,brooklyn likelihood
2032.7,0,brooklyn likelihood
2032.8,0,brooklyn likelihood
2032.9,0,brooklyn likelihood
2033,0,brooklyn likelihood
2033.1,0,brooklyn likelihood
2033.2,0,brooklyn likelihood
2033.3,0,brooklyn likelihood
2033.4,0,brooklyn likelihood
2033.5,0,brooklyn likelihood
2033.6,0,brooklyn likelihood
2033.7,0,brooklyn likelihood
2033.8,0,brooklyn likelihood
2033.9,0,brooklyn likelihood
2034,0,brooklyn likelihood
2034.1,0,brooklyn likelihood
2034.2,0,brooklyn likelihood
2034.3,0,brooklyn likelihood
2034.4,0,brooklyn likelihood
2034.5,0,brooklyn likelihood
2034.6,0,brooklyn likelihood
2034.7,0,brooklyn likelihood
2034.8,0,brooklyn likelihood
2034.9,0,brooklyn likelihood
2035,0,brooklyn likelihood
2035.1,0,brooklyn likelihood
2035.2,0,brooklyn likelihood
2035.3,0,brooklyn likelihood
2035.4,0,brooklyn likelihood
2035.5,0,brooklyn likelihood
2035.6,0,brooklyn likelihood
2035.7,0,brooklyn likelihood
2035.8,0,brooklyn likelihood
2035.9,0,brooklyn likelihood
2036,0,brooklyn likelihood
2036.1,0,brooklyn likelihood
2036.2,0,brooklyn likelihood
2036.3,0,brooklyn likelihood
2036.4,0,brooklyn likelihood
2036.5,0,brooklyn likelihood
2036.6,0,brooklyn likelihood
2036.7,0,brooklyn likelihood
2036.8,0,brooklyn likelihood
2036.9,0,brooklyn likelihood
2037,0,brooklyn likelihood
2037.1,0,brooklyn likelihood
2037.2,0,brooklyn likelihood
2037.3,0,brooklyn likelihood
2037.4,0,brooklyn likelihood
2037.5,0,brooklyn likelihood
2037.6,0,brooklyn likelihood
2037.7,0,brooklyn likelihood
2037.8,0,brooklyn likelihood
2037.9,0,brooklyn likelihood
2038,0,brooklyn likelihood
2038.1,0,brooklyn likelihood
2038.2,0,brooklyn likelihood
2038.3,0,brooklyn likelihood
2038.4,0,brooklyn likelihood
2038.5,0,brooklyn likelihood
2038.6,0,brooklyn likelihood
2038.7,0,brooklyn likelihood
2038.8,0,brooklyn likelihood
2038.9,0,brooklyn likelihood
2039,0,brooklyn likelihood
2039.1,0,brooklyn likelihood
2039.2,0,brooklyn likelihood
2039.3,0,brooklyn likelihood
2039.4,0,brooklyn likelihood
2039.5,0,brooklyn likelihood
2039.6,0,brooklyn likelihood
2039.7,0,brooklyn likelihood
2039.8,0,brooklyn likelihood
2039.9,0,brooklyn likelihood
2040,0,brooklyn likelihood
2040.1,0,brooklyn likelihood
2040.2,0,brooklyn likelihood
2040.3,0,brooklyn likelihood
2040.4,0,brooklyn likelihood
2040.5,0,brooklyn likelihood
2040.6,0,brooklyn likelihood
2040.7,0,brooklyn likelihood
2040.8,0,brooklyn likelihood
2040.9,0,brooklyn likelihood
2041,0,brooklyn likelihood
2041.1,0,brooklyn likelihood
2041.2,0,brooklyn likelihood
2041.3,0,brooklyn likelihood
2041.4,0,brooklyn likelihood
2041.5,0,brooklyn likelihood
2041.6,0,brooklyn likelihood
2041.7,0,brooklyn likelihood
2041.8,0,brooklyn likelihood
2041.9,0,brooklyn likelihood
2042,0,brooklyn likelihood
2042.1,0,brooklyn likelihood
2042.2,0,brooklyn likelihood
2042.3,0,brooklyn likelihood
2042.4,0,brooklyn likelihood
2042.5,0,brooklyn likelihood
2042.6,0,brooklyn likelihood
2042.7,0,brooklyn likelihood
2042.8,0,brooklyn likelihood
2042.9,0,brooklyn likelihood
2043,0,brooklyn likelihood
2043.1,0,brooklyn likelihood
2043.2,0,brooklyn likelihood
2043.3,0,brooklyn likelihood
2043.4,0,brooklyn likelihood
2043.5,0,brooklyn likelihood
2043.6,0,brooklyn likelihood
2043.7,0,brooklyn likelihood
2043.8,0,brooklyn likelihood
2043.9,0,brooklyn likelihood
2044,0,brooklyn likelihood
2044.1,0,brooklyn likelihood
2044.2,0,brooklyn likelihood
2044.3,0,brooklyn likelihood
2044.4,0,brooklyn likelihood
2044.5,0,brooklyn likelihood
2044.6,0,brooklyn likelihood
2044.7,0,brooklyn likelihood
2044.8,0,brooklyn likelihood
2044.9,0,brooklyn likelihood
2045,0,brooklyn likelihood
2045.1,0,brooklyn likelihood
2045.2,0,brooklyn likelihood
2045.3,0,brooklyn likelihood
2045.4,0,brooklyn likelihood
2045.5,0,brooklyn likelihood
2045.6,0,brooklyn likelihood
2045.7,0,brooklyn likelihood
2045.8,0,brooklyn likelihood
2045.9,0,brooklyn likelihood
2046,0,brooklyn likelihood
2046.1,0,brooklyn likelihood
2046.2,0,brooklyn likelihood
2046.3,0,brooklyn likelihood
2046.4,0,brooklyn likelihood
2046.5,0,brooklyn likelihood
2046.6,0,brooklyn likelihood
2046.7,0,brooklyn likelihood
2046.8,0,brooklyn likelihood
2046.9,0,brooklyn likelihood
2047,0,brooklyn likelihood
2047.1,0,brooklyn likelihood
2047.2,0,brooklyn likelihood
2047.3,0,brooklyn likelihood
2047.4,0,brooklyn likelihood
2047.5,0,brooklyn likelihood
2047.6,0,brooklyn likelihood
2047.7,0,brooklyn likelihood
2047.8,0,brooklyn likelihood
2047.9,0,brooklyn likelihood
2048,0,brooklyn likelihood
2048.1,0,brooklyn likelihood
2048.2,0,brooklyn likelihood
2048.3,0,brooklyn likelihood
2048.4,0,brooklyn likelihood
2048.5,0,brooklyn likelihood
2048.6,0,brooklyn likelihood
2048.7,0,brooklyn likelihood
2048.8,0,brooklyn likelihood
2048.9,0,brooklyn likelihood
2049,0,brooklyn likelihood
2049.1,0,brooklyn likelihood
2049.2,0,brooklyn likelihood
2049.3,0,brooklyn likelihood
2049.4,0,brooklyn likelihood
2049.5,0,brooklyn likelihood
2049.6,0,brooklyn likelihood
2049.7,0,brooklyn likelihood
2049.8,0,brooklyn likelihood
2049.9,0,brooklyn likelihood
2050,0,brooklyn likelihood
2050.1,0,brooklyn likelihood
2050.2,0,brooklyn likelihood
2050.3,0,brooklyn likelihood
