theta,p,model
1930.8,1.49531781843779e-195,brooklyn likelihood
1930.9,9.1594141431238e-196,brooklyn likelihood
1931,5.60907768481326e-196,brooklyn likelihood
1931.1,3.43403562678731e-196,brooklyn likelihood
1931.2,2.10187910145594e-196,brooklyn likelihood
1931.3,1.28617562051228e-196,brooklyn likelihood
1931.4,7.86832756000096e-197,brooklyn likelihood
1931.5,4.81231689112404e-197,brooklyn likelihood
1931.6,2.94249439497867e-197,brooklyn likelihood
1931.7,1.79873308050127e-197,brooklyn likelihood
1931.8,1.09927781178247e-197,brooklyn likelihood
1931.9,6.71642046827008e-198,brooklyn likelihood
1932,4.10258867036504e-198,brooklyn likelihood
1932.1,2.50534635033303e-198,brooklyn likelihood
1932.2,1.52956267893794e-198,brooklyn likelihood
1932.3,9.33590670932301e-199,brooklyn likelihood
1932.4,5.69685885359847e-199,brooklyn likelihood
1932.5,3.47539488954866e-199,brooklyn likelihood
1932.6,2.11964246161799e-199,brooklyn likelihood
1932.7,1.29244130479003e-199,brooklyn likelihood
1932.8,7.87859586985478e-200,brooklyn likelihood
1932.9,4.8014963965052e-200,brooklyn likelihood
1933,2.92546017353525e-200,brooklyn likelihood
1933.1,1.78197490618054e-200,brooklyn likelihood
1933.2,1.08517255197572e-200,brooklyn likelihood
1933.3,6.60671922624989e-201,brooklyn likelihood
1933.4,4.02126548091399e-201,brooklyn likelihood
1933.5,2.44697480578208e-201,brooklyn likelihood
1933.6,1.48862777507292e-201,brooklyn likelihood
1933.7,9.05383587130426e-202,brooklyn likelihood
1933.8,5.5051481080026e-202,brooklyn likelihood
1933.9,3.34653444884246e-202,brooklyn likelihood
1934,2.03381528033554e-202,brooklyn likelihood
1934.1,1.23571306055298e-202,brooklyn likelihood
1934.2,7.50608890644273e-203,brooklyn likelihood
1934.3,4.55826656744607e-203,brooklyn likelihood
1934.4,2.76742393792681e-203,brooklyn likelihood
1934.5,1.67973835041681e-203,brooklyn likelihood
1934.6,1.01928953229061e-203,brooklyn likelihood
1934.7,6.18362983386347e-204,brooklyn likelihood
1934.8,3.75041570004858e-204,brooklyn likelihood
1934.9,2.27407795553285e-204,brooklyn likelihood
1935,1.37854616930553e-204,brooklyn likelihood
1935.1,8.3546319403037e-205,brooklyn likelihood
1935.2,5.06201442344592e-205,brooklyn likelihood
1935.3,3.06626366009533e-205,brooklyn likelihood
1935.4,1.85688790100145e-205,brooklyn likelihood
1935.5,1.12422169283346e-205,brooklyn likelihood
1935.6,6.80468978624421e-206,brooklyn likelihood
1935.7,4.11770100403009e-206,brooklyn likelihood
1935.8,2.49110138676104e-206,brooklyn likelihood
1935.9,1.50666995616048e-206,brooklyn likelihood
1936,9.11034857426703e-207,brooklyn likelihood
1936.1,5.50734156143761e-207,brooklyn likelihood
1936.2,3.32842820486629e-207,brooklyn likelihood
1936.3,2.01106704828117e-207,brooklyn likelihood
1936.4,1.21479806899362e-207,brooklyn likelihood
1936.5,7.33621133126681e-208,brooklyn likelihood
1936.6,4.42924580840227e-208,brooklyn likelihood
1936.7,2.67348623654611e-208,brooklyn likelihood
1936.8,1.61330453301421e-208,brooklyn likelihood
1936.9,9.73296134402063e-209,brooklyn likelihood
1937,5.87034867390909e-209,brooklyn likelihood
1937.1,3.53975384104027e-209,brooklyn likelihood
1937.2,2.13389233337234e-209,brooklyn likelihood
1937.3,1.28606296752356e-209,brooklyn likelihood
1937.4,7.74893935751953e-210,brooklyn likelihood
1937.5,4.66780389945965e-210,brooklyn likelihood
1937.6,2.81108038704109e-210,brooklyn likelihood
1937.7,1.6924827901491e-210,brooklyn likelihood
1937.8,1.01874526317846e-210,brooklyn likelihood
1937.9,6.13051980540873e-211,brooklyn likelihood
1938,3.68824162356574e-211,brooklyn likelihood
1938.1,2.21835889073231e-211,brooklyn likelihood
1938.2,1.33393492251307e-211,brooklyn likelihood
1938.3,8.01914152317097e-212,brooklyn likelihood
1938.4,4.81960588872244e-212,brooklyn likelihood
1938.5,2.89591358842107e-212,brooklyn likelihood
1938.6,1.73960283421857e-212,brooklyn likelihood
1938.7,1.04473239404714e-212,brooklyn likelihood
1938.8,6.27264159546864e-213,brooklyn likelihood
1938.9,3.76518530923207e-213,brooklyn likelihood
1939,2.25950193715894e-213,brooklyn likelihood
1939.1,1.35559379545567e-213,brooklyn likelihood
1939.2,8.13086836352585e-214,brooklyn likelihood
1939.3,4.87567559685867e-214,brooklyn likelihood
1939.4,2.92296220644923e-214,brooklyn likelihood
1939.5,1.75187104641093e-214,brooklyn likelihood
1939.6,1.04971552016802e-214,brooklyn likelihood
1939.7,6.28827695836602e-215,brooklyn likelihood
1939.8,3.76601699274904e-215,brooklyn likelihood
1939.9,2.25488019132598e-215,brooklyn likelihood
1940,1.34975598258625e-215,brooklyn likelihood
1940.1,8.07751281178031e-216,brooklyn likelihood
1940.2,4.83270923359946e-216,brooklyn likelihood
1940.3,2.89064196872218e-216,brooklyn likelihood
1940.4,1.72857640363802e-216,brooklyn likelihood
1940.5,1.03341201496067e-216,brooklyn likelihood
1940.6,6.17659455165009e-217,brooklyn likelihood
1940.7,3.69075616505083e-217,brooklyn likelihood
1940.8,2.20481572365477e-217,brooklyn likelihood
1940.9,1.31680035788928e-217,brooklyn likelihood
1941,7.862456951248e-218,brooklyn likelihood
1941.1,4.69339755508019e-218,brooklyn likelihood
1941.2,2.80096146322109e-218,brooklyn likelihood
1941.3,1.6711585858263e-218,brooklyn likelihood
1941.4,9.96825058023665e-219,brooklyn likelihood
1941.5,5.94444059434693e-219,brooklyn likelihood
1941.6,3.54400078711728e-219,brooklyn likelihood
1941.7,2.11235746119851e-219,brooklyn likelihood
1941.8,1.25872776706549e-219,brooklyn likelihood
1941.9,7.4987179682871e-220,brooklyn likelihood
1942,4.46614733126787e-220,brooklyn likelihood
1942.1,2.65931572432884e-220,brooklyn likelihood
1942.2,1.58306081332035e-220,brooklyn likelihood
1942.3,9.42141530146884e-221,brooklyn likelihood
1942.4,5.60564462034732e-221,brooklyn likelihood
1942.5,3.33446259230626e-221,brooklyn likelihood
1942.6,1.98297401870346e-221,brooklyn likelihood
1942.7,1.17896006877097e-221,brooklyn likelihood
1942.8,7.00764473349477e-222,brooklyn likelihood
1942.9,4.16424215863801e-222,brooklyn likelihood
1943,2.47394937353027e-222,brooklyn likelihood
1943.1,1.4693883147698e-222,brooklyn likelihood
1943.2,8.72515818071752e-223,brooklyn likelihood
1943.3,5.17965699742323e-223,brooklyn likelihood
1943.4,3.07411188049135e-223,brooklyn likelihood
1943.5,1.82401886052281e-223,brooklyn likelihood
1943.6,1.08200677075453e-223,brooklyn likelihood
1943.7,6.41684637221327e-224,brooklyn likelihood
1943.8,3.80455902371944e-224,brooklyn likelihood
1943.9,2.25516354489288e-224,brooklyn likelihood
1944,1.33641949453853e-224,brooklyn likelihood
1944.1,7.91769223132106e-225,brooklyn likelihood
1944.2,4.68970469033152e-225,brooklyn likelihood
1944.3,2.7770484254164e-225,brooklyn likelihood
1944.4,1.64404044660554e-225,brooklyn likelihood
1944.5,9.73044365214754e-226,brooklyn likelihood
1944.6,5.75763191195076e-226,brooklyn likelihood
1944.7,3.4060127805179e-226,brooklyn likelihood
1944.8,2.01437249427565e-226,brooklyn likelihood
1944.9,1.1910347591782e-226,brooklyn likelihood
1945,7.0404471852019e-227,brooklyn likelihood
1945.1,4.16070783044768e-227,brooklyn likelihood
1945.2,2.45824618142095e-227,brooklyn likelihood
1945.3,1.45202707711029e-227,brooklyn likelihood
1945.4,8.57462739258095e-228,brooklyn likelihood
1945.5,5.0622898778196e-228,brooklyn likelihood
1945.6,2.98792702104742e-228,brooklyn likelihood
1945.7,1.76312943134641e-228,brooklyn likelihood
1945.8,1.04013485305795e-228,brooklyn likelihood
1945.9,6.13460153640129e-229,brooklyn likelihood
1946,3.617215108858e-229,brooklyn likelihood
1946.1,2.13232594721058e-229,brooklyn likelihood
1946.2,1.25667836008601e-229,brooklyn likelihood
1946.3,7.40433368058967e-230,brooklyn likelihood
1946.4,4.36153276869623e-230,brooklyn likelihood
1946.5,2.56852395341467e-230,brooklyn likelihood
1946.6,1.51223552040186e-230,brooklyn likelihood
1946.7,8.90115973770453e-231,brooklyn likelihood
1946.8,5.23799538334846e-231,brooklyn likelihood
1946.9,3.08159098863161e-231,brooklyn likelihood
1947,1.81249266800434e-231,brooklyn likelihood
1947.1,1.06578330110128e-231,brooklyn likelihood
1947.2,6.26546005362781e-232,brooklyn likelihood
1947.3,3.68237854713297e-232,brooklyn likelihood
1947.4,2.16369141332261e-232,brooklyn likelihood
1947.5,1.27102369208916e-232,brooklyn likelihood
1947.6,7.46454629839353e-233,brooklyn likelihood
1947.7,4.38272925827313e-233,brooklyn likelihood
1947.8,2.57263004962181e-233,brooklyn likelihood
1947.9,1.50973774267642e-233,brooklyn likelihood
1948,8.85762269491606e-234,brooklyn likelihood
1948.1,5.19546403521756e-234,brooklyn likelihood
1948.2,3.04665320032398e-234,brooklyn likelihood
1948.3,1.78613065287408e-234,brooklyn likelihood
1948.4,1.04687531865869e-234,brooklyn likelihood
1948.5,6.13434565994058e-235,brooklyn likelihood
1948.6,3.59362771844066e-235,brooklyn likelihood
1948.7,2.10469656848989e-235,brooklyn likelihood
1948.8,1.23235968056471e-235,brooklyn likelihood
1948.9,7.21401530623156e-236,brooklyn likelihood
1949,4.22190288899072e-236,brooklyn likelihood
1949.1,2.47019382915246e-236,brooklyn likelihood
1949.2,1.44492547902077e-236,brooklyn likelihood
1949.3,8.4498986710533e-237,brooklyn likelihood
1949.4,4.94025309549421e-237,brooklyn likelihood
1949.5,2.8876101128632e-237,brooklyn likelihood
1949.6,1.68740595572461e-237,brooklyn likelihood
1949.7,9.85807869260393e-238,brooklyn likelihood
1949.8,5.75780130985213e-238,brooklyn likelihood
1949.9,3.36211658838393e-238,brooklyn likelihood
1950,1.96273007608896e-238,brooklyn likelihood
1950.1,1.14551323008557e-238,brooklyn likelihood
1950.2,6.68392205041177e-239,brooklyn likelihood
1950.3,3.89901036291477e-239,brooklyn likelihood
1950.4,2.27388847117548e-239,brooklyn likelihood
1950.5,1.32579292882129e-239,brooklyn likelihood
1950.6,7.72812283475916e-240,brooklyn likelihood
1950.7,4.50364474038955e-240,brooklyn likelihood
1950.8,2.6238924807711e-240,brooklyn likelihood
1950.9,1.52833921908452e-240,brooklyn likelihood
1951,8.89990363680656e-241,brooklyn likelihood
1951.1,5.18134708859876e-241,brooklyn likelihood
1951.2,3.01572622894577e-241,brooklyn likelihood
1951.3,1.7548217059563e-241,brooklyn likelihood
1951.4,1.02085944276991e-241,brooklyn likelihood
1951.5,5.93732445164053e-242,brooklyn likelihood
1951.6,3.45229185919571e-242,brooklyn likelihood
1951.7,2.00685561363651e-242,brooklyn likelihood
1951.8,1.16631715483345e-242,brooklyn likelihood
1951.9,6.77655742533796e-243,brooklyn likelihood
1952,3.93634828013709e-243,brooklyn likelihood
1952.1,2.28596647347447e-243,brooklyn likelihood
1952.2,1.32720543983205e-243,brooklyn likelihood
1952.3,7.70368324229568e-244,brooklyn likelihood
1952.4,4.47044401479436e-244,brooklyn likelihood
1952.5,2.59355160311196e-244,brooklyn likelihood
1952.6,1.50428847250899e-244,brooklyn likelihood
1952.7,8.72286946801274e-245,brooklyn likelihood
1952.8,5.05684500900645e-245,brooklyn likelihood
1952.9,2.93083889390015e-245,brooklyn likelihood
1953,1.69822916424514e-245,brooklyn likelihood
1953.1,9.83768018369381e-246,brooklyn likelihood
1953.2,5.69745852159941e-246,brooklyn likelihood
1953.3,3.29884357667572e-246,brooklyn likelihood
1953.4,1.90956463497996e-246,brooklyn likelihood
1953.5,1.10509370137823e-246,brooklyn likelihood
1953.6,6.39375448619546e-247,brooklyn likelihood
1953.7,3.69832378470557e-247,brooklyn likelihood
1953.8,2.13868113673283e-247,brooklyn likelihood
1953.9,1.23645778133139e-247,brooklyn likelihood
1954,7.14668599423638e-248,brooklyn likelihood
1954.1,4.12973587424197e-248,brooklyn likelihood
1954.2,2.38578898788715e-248,brooklyn likelihood
1954.3,1.37795162664415e-248,brooklyn likelihood
1954.4,7.95661077955033e-249,brooklyn likelihood
1954.5,4.59319059297256e-249,brooklyn likelihood
1954.6,2.65089814665051e-249,brooklyn likelihood
1954.7,1.5295506018514e-249,brooklyn likelihood
1954.8,8.82321579063796e-250,brooklyn likelihood
1954.9,5.0884112913921e-250,brooklyn likelihood
1955,2.93379511015093e-250,brooklyn likelihood
1955.1,1.69110132629415e-250,brooklyn likelihood
1955.2,9.74544709022812e-251,brooklyn likelihood
1955.3,5.61469545573532e-251,brooklyn likelihood
1955.4,3.23402186518502e-251,brooklyn likelihood
1955.5,1.86231019139909e-251,brooklyn likelihood
1955.6,1.07214474216801e-251,brooklyn likelihood
1955.7,6.17088088575817e-252,brooklyn likelihood
1955.8,3.55085763922039e-252,brooklyn likelihood
1955.9,2.04273355808819e-252,brooklyn likelihood
1956,1.17485038172712e-252,brooklyn likelihood
1956.1,6.75531785108029e-253,brooklyn likelihood
1956.2,3.8833041986392e-253,brooklyn likelihood
1956.3,2.23177005235302e-253,brooklyn likelihood
1956.4,1.28230075797121e-253,brooklyn likelihood
1956.5,7.36584852457244e-254,brooklyn likelihood
1956.6,4.23007541570787e-254,brooklyn likelihood
1956.7,2.4286553587384e-254,brooklyn likelihood
1956.8,1.39404288467922e-254,brooklyn likelihood
1956.9,7.99979491071577e-255,brooklyn likelihood
1957,4.58959177358671e-255,brooklyn likelihood
1957.1,2.63245987842926e-255,brooklyn likelihood
1957.2,1.50953077412889e-255,brooklyn likelihood
1957.3,8.65395635814533e-256,brooklyn likelihood
1957.4,4.95998039958849e-256,brooklyn likelihood
1957.5,2.84208957035302e-256,brooklyn likelihood
1957.6,1.62812638156582e-256,brooklyn likelihood
1957.7,9.32461756924594e-257,brooklyn likelihood
1957.8,5.33908111115757e-257,brooklyn likelihood
1957.9,3.05629023062481e-257,brooklyn likelihood
1958,1.74910251261839e-257,brooklyn likelihood
1958.1,1.00075677978159e-257,brooklyn likelihood
1958.2,5.72445882823173e-258,brooklyn likelihood
1958.3,3.27365538877598e-258,brooklyn likelihood
1958.4,1.87164778208741e-258,brooklyn likelihood
1958.5,1.06981316627358e-258,brooklyn likelihood
1958.6,6.11342255241484e-259,brooklyn likelihood
1958.7,3.49263791020537e-259,brooklyn likelihood
1958.8,1.99487366096889e-259,brooklyn likelihood
1958.9,1.1391211707562e-259,brooklyn likelihood
1959,6.50305094156477e-260,brooklyn likelihood
1959.1,3.71156529545734e-260,brooklyn likelihood
1959.2,2.11782359185335e-260,brooklyn likelihood
1959.3,1.20813425111862e-260,brooklyn likelihood
1959.4,6.89022432285437e-261,brooklyn likelihood
1959.5,3.92865856114847e-261,brooklyn likelihood
1959.6,2.23948409266647e-261,brooklyn likelihood
1959.7,1.27627558131197e-261,brooklyn likelihood
1959.8,7.2716627938639e-262,brooklyn likelihood
1959.9,4.14205447800106e-262,brooklyn likelihood
1960,2.35879770703375e-262,brooklyn likelihood
1960.1,1.34294557698246e-262,brooklyn likelihood
1960.2,7.64396986634966e-263,brooklyn likelihood
1960.3,4.34983083223281e-263,brooklyn likelihood
1960.4,2.47467759851126e-263,brooklyn likelihood
1960.5,1.40753031181212e-263,brooklyn likelihood
1960.6,8.00368091797531e-264,brooklyn likelihood
1960.7,4.55003427148828e-264,brooklyn likelihood
1960.8,2.58602352777757e-264,brooklyn likelihood
1960.9,1.46941067008105e-264,brooklyn likelihood
1961,8.3473155407082e-265,brooklyn likelihood
1961.1,4.7407101996199e-265,brooklyn likelihood
1961.2,2.69173889890932e-265,brooklyn likelihood
1961.3,1.52797205209728e-265,brooklyn likelihood
1961.4,8.67143271786803e-266,brooklyn likelihood
1961.5,4.91993409989091e-266,brooklyn likelihood
1961.6,2.79074851524898e-266,brooklyn likelihood
1961.7,1.58261442470739e-266,brooklyn likelihood
1961.8,8.9726876316397e-267,brooklyn likelihood
1961.9,5.08584359724662e-267,brooklyn likelihood
1962,2.8820166491299e-267,brooklyn likelihood
1962.1,1.6327624901956e-267,brooklyn likelihood
1962.2,9.24788880518085e-268,brooklyn likelihood
1962.3,5.23667052039139e-268,brooklyn likelihood
1962.4,2.96456500457566e-268,brooklyn likelihood
1962.5,1.67787573442547e-268,brooklyn likelihood
1962.6,9.49405422316288e-269,brooklyn likelihood
1962.7,5.37077219611308e-269,brooklyn likelihood
1962.8,3.03749013939546e-269,brooklyn likelihood
1962.9,1.71745810978097e-269,brooklyn likelihood
1963,9.70846505530903e-270,brooklyn likelihood
1963.1,5.48666120344197e-270,brooklyn likelihood
1963.2,3.09997991376878e-270,brooklyn likelihood
1963.3,1.75106711076805e-270,brooklyn likelihood
1963.4,9.88871563134307e-271,brooklyn likelihood
1963.5,5.5830328347878e-271,brooklyn likelihood
1963.6,3.15132854686386e-271,brooklyn likelihood
1963.7,1.77832201020344e-271,brooklyn likelihood
1963.8,1.00327583832192e-271,brooklyn likelihood
1963.9,5.65878955518739e-272,brooklyn likelihood
1964,3.1909498911472e-272,brooklyn likelihood
1964.1,1.79891104159964e-272,brooklyn likelihood
1964.2,1.01389425803146e-272,brooklyn likelihood
1964.3,5.71306181828413e-273,brooklyn likelihood
1964.4,3.21838857514742e-273,brooklyn likelihood
1964.5,1.81259733820536e-273,brooklyn likelihood
1964.6,1.02060458324964e-273,brooklyn likelihood
1964.7,5.74522468674907e-274,brooklyn likelihood
1964.8,3.23332871835005e-274,brooklyn likelihood
1964.9,1.81922347043582e-274,brooklyn likelihood
1965,1.02332975200574e-274,brooklyn likelihood
1965.1,5.75490981277147e-275,brooklyn likelihood
1965.2,3.23559998493266e-275,brooklyn likelihood
1965.3,1.81871446012274e-275,brooklyn likelihood
1965.4,1.02203935224302e-275,brooklyn likelihood
1965.5,5.74201245742708e-276,brooklyn likelihood
1965.6,3.225180814108e-276,brooklyn likelihood
1965.7,1.8110791908904e-276,brooklyn likelihood
1965.8,1.01675018521476e-276,brooklyn likelihood
1965.9,5.7066933619656e-277,brooklyn likelihood
1966,3.20219874148397e-277,brooklyn likelihood
1966.1,1.79641017761655e-277,brooklyn likelihood
1966.2,1.0075259048555e-277,brooklyn likelihood
1966.3,5.64937542469586e-278,brooklyn likelihood
1966.4,3.16692780539551e-278,brooklyn likelihood
1966.5,1.77488170283667e-278,brooklyn likelihood
1966.6,9.94475743864121e-279,brooklyn likelihood
1966.7,5.57073527922474e-279,brooklyn likelihood
1966.8,3.1197831118342e-279,brooklyn likelihood
1966.9,1.74674637251607e-279,brooklyn likelihood
1967,9.77752362113456e-280,brooklyn likelihood
1967.1,5.47169000836338e-280,brooklyn likelihood
1967.2,3.06131270858286e-280,brooklyn likelihood
1967.3,1.71233018629475e-280,brooklyn likelihood
1967.4,9.57548876600624e-281,brooklyn likelihood
1967.5,5.35337935820367e-281,brooklyn likelihood
1967.6,2.99218699079638e-281,brooklyn likelihood
1967.7,1.67202625661345e-281,brooklyn likelihood
1967.8,9.34095153663295e-282,brooklyn likelihood
1967.9,5.21714393421649e-282,brooklyn likelihood
1968,2.91318592410379e-282,brooklyn likelihood
1968.1,1.62628734573717e-282,brooklyn likelihood
1968.2,9.0765346287727e-283,brooklyn likelihood
1968.3,5.06449996186051e-283,brooklyn likelihood
1968.4,2.82518442520843e-283,brooklyn likelihood
1968.5,1.5756174184641e-283,brooklyn likelihood
1968.6,8.78513607353788e-284,brooklyn likelihood
1968.7,4.89711127469831e-284,brooklyn likelihood
1968.8,2.72913628243318e-284,brooklyn likelihood
1968.9,1.52056243034836e-284,brooklyn likelihood
1969,8.46987656436115e-285,brooklyn likelihood
1969.1,4.71675925192212e-285,brooklyn likelihood
1969.2,2.62605702763229e-285,brooklyn likelihood
1969.3,1.46170058606813e-285,brooklyn likelihood
1969.4,8.13404414297057e-286,brooklyn likelihood
1969.5,4.52531146026644e-286,brooklyn likelihood
1969.6,2.51700618813701e-286,brooklyn likelihood
1969.7,1.3996323093658e-286,brooklyn likelihood
1969.8,7.78103760410102e-287,brooklyn likelihood
1969.9,4.32468976814998e-287,brooklyn likelihood
1970,2.40306934783789e-287,brooklyn likelihood
1970.1,1.33497016608507e-287,brooklyn likelihood
1970.2,7.41430996850069e-288,brooklyn likelihood
1970.3,4.11683868312686e-288,brooklyn likelihood
1970.4,2.28534043792983e-288,brooklyn likelihood
1970.5,1.26832897286698e-288,brooklyn likelihood
1970.6,7.03731331919849e-289,brooklyn likelihood
1970.7,3.90369462998337e-289,brooklyn likelihood
1970.8,2.16490465239896e-289,brooklyn likelihood
1970.9,1.20031631057539e-289,brooklyn likelihood
1971,6.65344620036671e-290,brooklyn likelihood
1971.1,3.68715683016454e-290,brooklyn likelihood
1971.2,2.04282235035302e-290,brooklyn likelihood
1971.3,1.13152363962489e-290,brooklyn likelihood
1971.4,6.26600465998547e-291,brooklyn likelihood
1971.5,3.46906036721856e-291,brooklyn likelihood
1971.6,1.92011426338477e-291,brooklyn likelihood
1971.7,1.06251818935558e-291,brooklyn likelihood
1971.8,5.87813786042553e-292,brooklyn likelihood
1971.9,3.25115193806746e-292,brooklyn likelihood
1972,1.79774827387178e-292,brooklyn likelihood
1972.1,9.93835763850651e-293,brooklyn likelihood
1972.2,5.49280901375254e-293,brooklyn likelihood
1972.3,3.03506868816791e-293,brooklyn likelihood
1972.4,1.6766279752824e-293,brooklyn likelihood
1972.5,9.25974573694841e-294,brooklyn likelihood
1972.6,5.11276221354048e-294,brooklyn likelihood
1972.7,2.82232042567219e-294,brooklyn likelihood
1972.8,1.55758316425263e-294,brooklyn likelihood
1972.9,8.59390170290395e-295,brooklyn likelihood
1973,4.74049554131523e-295,brooklyn likelihood
1973.1,2.61427540187119e-295,brooklyn likelihood
1973.2,1.44136235478153e-295,brooklyn likelihood
1973.3,7.94491524512277e-296,brooklyn likelihood
1973.4,4.37824064015041e-296,brooklyn likelihood
1973.5,2.41214973743406e-296,brooklyn likelihood
1973.6,1.32862734546703e-296,brooklyn likelihood
1973.7,7.31638259062513e-297,brooklyn likelihood
1973.8,4.02794876021579e-297,brooklyn likelihood
1973.9,2.21700047481628e-297,brooklyn likelihood
1974,1.21994981382275e-297,brooklyn likelihood
1974.1,6.71139012834944e-298,brooklyn likelihood
1974.2,3.69128311353624e-298,brooklyn likelihood
1974.3,2.02972214124244e-298,brooklyn likelihood
1974.4,1.11580986162185e-298,brooklyn likelihood
1974.5,6.13250887172432e-299,brooklyn likelihood
1974.6,3.36961722184145e-299,brooklyn likelihood
1974.7,1.85104662500186e-299,brooklyn likelihood
1974.8,1.01659638890416e-299,brooklyn likelihood
1974.9,5.58179900114221e-300,brooklyn likelihood
1975,3.06403880787338e-300,brooklyn likelihood
1975.1,1.6815460968262e-300,brooklyn likelihood
1975.2,9.22609137165239e-301,brooklyn likelihood
1975.3,5.0608235390052e-301,brooklyn likelihood
1975.4,2.77535867612509e-301,brooklyn likelihood
1975.5,1.52163865023878e-301,brooklyn likelihood
1975.6,8.34062212135502e-302,brooklyn likelihood
1975.7,4.57067005682129e-302,brooklyn likelihood
1975.8,2.50412394406915e-302,brooklyn likelihood
1975.9,1.37159629398516e-302,brooklyn likelihood
1976,7.51088874332616e-303,brooklyn likelihood
1976.1,4.11197920253215e-303,brooklyn likelihood
1976.2,2.25063493124649e-303,brooklyn likelihood
1976.3,1.231554900464e-303,brooklyn likelihood
1976.4,6.73747372847472e-304,brooklyn likelihood
1976.5,3.684978769278e-304,brooklyn likelihood
1976.6,2.0149649832291e-304,brooklyn likelihood
1976.7,1.10152570170571e-304,brooklyn likelihood
1976.8,6.02027591475371e-305,brooklyn likelihood
1976.9,3.28952201002164e-305,brooklyn likelihood
1977,1.79698250055275e-305,brooklyn likelihood
1977.1,9.8140792426691e-306,brooklyn likelihood
1977.2,5.35858278577321e-306,brooklyn likelihood
1977.3,2.92512891831204e-306,brooklyn likelihood
1977.4,1.5963744609886e-306,brooklyn likelihood
1977.5,8.71002165900076e-307,brooklyn likelihood
1977.6,4.75114640304307e-307,brooklyn likelihood
1977.7,2.59102925328331e-307,brooklyn likelihood
1977.8,1.41267075730743e-307,brooklyn likelihood
1977.9,7.70024140302379e-308,brooklyn likelihood
1978,4.19626090499107e-308,brooklyn likelihood
1978.1,2.28620617199077e-308,brooklyn likelihood
1978.2,1.73517129210401e-308,brooklyn likelihood
1978.3,1.45159615246237e-308,brooklyn likelihood
1978.4,1.2971289140402e-308,brooklyn likelihood
1978.5,1.21300890127528e-308,brooklyn likelihood
1978.6,1.16720979446584e-308,brooklyn likelihood
1978.7,1.14228053210797e-308,brooklyn likelihood
1978.8,1.12871438256255e-308,brooklyn likelihood
1978.9,1.12133366587498e-308,brooklyn likelihood
1979,1.11731913092239e-308,brooklyn likelihood
1979.1,1.11513606557409e-308,brooklyn likelihood
1979.2,1.1139492232541e-308,brooklyn likelihood
1979.3,1.11330414245217e-308,brooklyn likelihood
1979.4,1.11295360855049e-308,brooklyn likelihood
1979.5,1.11276317618433e-308,brooklyn likelihood
1979.6,1.11265974622874e-308,brooklyn likelihood
1979.7,1.11260358368613e-308,brooklyn likelihood
1979.8,1.11257309476595e-308,brooklyn likelihood
1979.9,1.11255654727336e-308,brooklyn likelihood
1980,1.11254756849549e-308,brooklyn likelihood
1980.1,1.11254269773077e-308,brooklyn likelihood
1980.2,1.11254005610084e-308,brooklyn likelihood
1980.3,1.11253862377537e-308,brooklyn likelihood
1980.4,1.11253784733809e-308,brooklyn likelihood
1980.5,1.11253742654755e-308,brooklyn likelihood
1980.6,1.11253719855507e-308,brooklyn likelihood
1980.7,1.11253707505421e-308,brooklyn likelihood
1980.8,1.1125370081714e-308,brooklyn likelihood
1980.9,1.11253697195929e-308,brooklyn likelihood
1981,1.11253695235783e-308,brooklyn likelihood
1981.1,1.11253694175022e-308,brooklyn likelihood
1981.2,1.11253693601114e-308,brooklyn likelihood
1981.3,1.11253693290685e-308,brooklyn likelihood
1981.4,1.11253693122814e-308,brooklyn likelihood
1981.5,1.11253693032056e-308,brooklyn likelihood
1981.6,1.11253692983e-308,brooklyn likelihood
1981.7,1.11253692956491e-308,brooklyn likelihood
1981.8,1.1125369294217e-308,brooklyn likelihood
1981.9,1.11253692934435e-308,brooklyn likelihood
1982,1.11253692930258e-308,brooklyn likelihood
1982.1,1.11253692928003e-308,brooklyn likelihood
1982.2,1.11253692926786e-308,brooklyn likelihood
1982.3,1.11253692926129e-308,brooklyn likelihood
1982.4,1.11253692925775e-308,brooklyn likelihood
1982.5,1.11253692925584e-308,brooklyn likelihood
1982.6,1.11253692925481e-308,brooklyn likelihood
1982.7,1.11253692925425e-308,brooklyn likelihood
1982.8,1.11253692925395e-308,brooklyn likelihood
1982.9,1.11253692925379e-308,brooklyn likelihood
1983,1.1125369292537e-308,brooklyn likelihood
1983.1,1.11253692925366e-308,brooklyn likelihood
1983.2,1.11253692925363e-308,brooklyn likelihood
1983.3,1.11253692925362e-308,brooklyn likelihood
1983.4,1.11253692925361e-308,brooklyn likelihood
1983.5,1.11253692925361e-308,brooklyn likelihood
1983.6,1.1125369292536e-308,brooklyn likelihood
1983.7,1.1125369292536e-308,brooklyn likelihood
1983.8,1.1125369292536e-308,brooklyn likelihood
1983.9,1.1125369292536e-308,brooklyn likelihood
1984,0,brooklyn likelihood
1984.1,0,brooklyn likelihood
1984.2,0,brooklyn likelihood
1984.3,0,brooklyn likelihood
1984.4,0,brooklyn likelihood
1984.5,0,brooklyn likelihood
1984.6,0,brooklyn likelihood
1984.7,0,brooklyn likelihood
1984.8,0,brooklyn likelihood
1984.9,0,brooklyn likelihood
1985,0,brooklyn likelihood
1985.1,0,brooklyn likelihood
1985.2,0,brooklyn likelihood
1985.3,0,brooklyn likelihood
1985.4,0,brooklyn likelihood
1985.5,0,brooklyn likelihood
